datetime,bwfl_id,dma_id,wwmd_id,data_type,min,mean,max
2022-01-25 00:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 00:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 00:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 00:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 01:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 01:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 01:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.6
2022-01-25 01:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 02:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 02:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 02:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 02:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 03:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 03:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 03:30:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 03:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 04:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 04:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 04:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 04:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 05:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 05:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 05:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 05:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 06:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 06:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 06:30:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.59
2022-01-25 06:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 07:00:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.59,0.59
2022-01-25 07:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 07:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 07:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 08:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 08:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 08:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 08:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.59
2022-01-25 09:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 09:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 09:30:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 09:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 10:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 10:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.61,0.61
2022-01-25 10:30:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2022-01-25 10:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.61
2022-01-25 11:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.61,0.61
2022-01-25 11:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.61,0.61
2022-01-25 11:30:00,BW1_1,2296.0,2297.0,chlorine,0.61,0.61,0.61
2022-01-25 11:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.61,0.61
2022-01-25 12:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.61
2022-01-25 12:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 12:30:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 12:45:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 13:00:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 13:15:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 13:30:00,BW1_1,2296.0,2297.0,chlorine,0.6,0.6,0.6
2022-01-25 13:45:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 14:00:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 14:15:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.6,0.6
2022-01-25 14:30:00,BW1_1,2296.0,2297.0,chlorine,0.59,0.59,0.6
2022-01-25 14:45:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.59,0.59
2022-01-25 15:00:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2022-01-25 15:15:00,BW1_1,2296.0,2297.0,chlorine,0.58,0.58,0.58
2022-01-25 15:30:00,BW1_1,2296.0,2297.0,chlorine,0.55,0.5700000000000001,0.58
2022-01-25 15:45:00,BW1_1,2296.0,2297.0,chlorine,0.49,0.5,0.51
2022-01-25 16:00:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.49,0.49
2022-01-25 16:15:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.49,0.49
2022-01-25 16:30:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.49,0.49
2022-01-25 16:45:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.49,0.49
2022-01-25 17:00:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.49,0.49
2022-01-25 17:15:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.49,0.49
2022-01-25 17:30:00,BW1_1,2296.0,2297.0,chlorine,0.49,0.49,0.49
2022-01-25 17:45:00,BW1_1,2296.0,2297.0,chlorine,0.49,0.49,0.49
2022-01-25 18:00:00,BW1_1,2296.0,2297.0,chlorine,0.49,0.49,0.49
2022-01-25 18:15:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.48,0.48
2022-01-25 18:30:00,BW1_1,2296.0,2297.0,chlorine,0.48,0.48,0.48
2022-01-25 18:45:00,BW1_1,2296.0,2297.0,chlorine,0.51,0.54,0.56
2022-01-25 19:00:00,BW1_1,2296.0,2297.0,chlorine,0.56,0.5700000000000001,0.5700000000000001
2022-01-25 19:15:00,BW1_1,2296.0,2297.0,chlorine,0.56,0.5700000000000001,0.5700000000000001
